Program,Site Name,Additional ID,Physical Type,Legal Status,Legal Status Date,Physical Site Status,RN,County,Region,Phys Addr Line 1,Phys Addr Line 2,Phys Addr City,Phys Addr State,Phys Addr Zip,Phys Addr Zip+4,Near Phys Loc Txt,Near Phys Loc City,Near Phys Loc State,Near Phys Loc Zip,Latitude,Longitude
MSW,TEXAS STAR PROPERTY,67123,SUBT,ISSUED, 09/26/2024,NOT CONSTRUCTED,RN100729763,TARRANT,REGION 04 - DFW METROPLEX,11450 TRINITY BLVD, ,EULESS,TX,76040,6926,11450 TRINITY BLVD EULESS TX 76040,FORT WORTH,TX,76040,32.81,-97.12
MSW,VACANT PROPERTY 2651 HARDROCK RD,67127,SUBT,ISSUED, 04/09/2024,NOT CONSTRUCTED,RN111546057,DALLAS,REGION 04 - DFW METROPLEX,2651 HARDROCK ROAD, ,GRAND PRAIRIE,TX,75050,    , ,DALLAS,TX,75050,32.79,-97.02
MSW,CLAIBOURNE BLVD PROPERTY,67134,SUBT,ISSUED, 12/27/2024,NOT CONSTRUCTED,RN112056056,DALLAS,REGION 04 - DFW METROPLEX,3310 LAPSLEY ST, ,DALLAS,TX,75212,    , ,DALLAS,TX,75212,32.78,-96.91
MSW,CAESARS PLAZA,67137,SUBT,ISSUED, 11/15/2024,NOT CONSTRUCTED,RN110301553,DALLAS,REGION 04 - DFW METROPLEX,957 W CARTWRIGHT RD, ,MESQUITE,TX,75149,6938, ,DALLAS,TX,75149,32.75,-96.61
MSW,CITY OF GRANBURY LANDFILL,67139,SUBT,ISSUED, 11/26/2024,NOT CONSTRUCTED,RN102214079,HOOD,REGION 04 - DFW METROPLEX,3400 CALICO CT, ,GRANBURY,TX,76048,6211,5 MILES SW OF GRANBURY AND 300 YARDS E OF FM 51,GRANBURY,TX,76048,32.34,-97.86
MSW,SAIA MOTOR FREIGHT LINE,67141,SUBT,ISSUED, 12/27/2024,NOT CONSTRUCTED,RN100543693,DALLAS,REGION 04 - DFW METROPLEX,1002 W OAKDALE RD, ,GRAND PRAIRIE,TX,75050,7310,"1002 Oakdale Rd, Grand Prairie, TX",GRAND PRAIRIE,TX,76316,32.08,-97.02
MSW,OAKDALE INDUSTRIAL III,67144,SUBT,ISSUED, 03/14/2025,NOT CONSTRUCTED,RN112024674,DALLAS,REGION 04 - DFW METROPLEX,,,,,,,355 AND 375 E. OAKDALE ROAD,GRAND PRAIRIE,TX,75050,32.79,-97.00
MSW,DISD NORTH DALLAS SERVICE CENTER,67145,SUBT,ISSUED, 02/07/2025,NOT CONSTRUCTED,RN102245214,DALLAS,REGION 04 - DFW METROPLEX,2455 RENTZEL ST, ,DALLAS,TX,75220,2400, ,DALLAS,TX,75220,32.87,-96.89
MSW,WATTLEY PARK PROPERTY,67146,SUBT,ISSUED, 03/13/2025,NOT CONSTRUCTED,RN101474799,COLLIN,REGION 04 - DFW METROPLEX,,,,,,,1/4 MILE SOUTH OF US 380 CONSTRUCTION DEBRIS DISPOSAL AREA,MCKINNEY,TX,75069,33.19,-96.56
MSW,FORMER KIEST LANDFILL,67148,SUBT,ISSUED, 05/16/2025,NOT CONSTRUCTED,RN112206529,DALLAS,REGION 04 - DFW METROPLEX,2800 SOUTHERLAND AVE, ,DALLAS,TX,75207,    , ,DALLAS,TX,75207,32.73,-96.78
MSW,FARMERS BRANCH CITIZENS COLLECTION CENTER,67149,SUBT,ISSUED, 08/06/2025,NOT CONSTRUCTED,RN102997780,DALLAS,REGION 04 - DFW METROPLEX,13333 SENLAC DR, ,FARMERS BRANCH,TX,75234,8904, ,FARMERS BRANCH,TX,75234,32.92,-96.91
MSW,VACANT PROPERTY 2651 HARDROCK RD,67153,SUBT,PENDING, 08/21/2024,NOT CONSTRUCTED,RN111546057,DALLAS,REGION 04 - DFW METROPLEX,2651 HARDROCK ROAD, ,GRAND PRAIRIE,TX,75050,    , ,DALLAS,TX,75050,32.79,-97.02
MSW,NEC MERCER AND VALLEY VIEW,67156,SUBT,ISSUED, 10/15/2025,NOT CONSTRUCTED,RN102335528,DALLAS,REGION 04 - DFW METROPLEX,,,,,,,AT ELM FORK LEVEE  NORTH OF W VALLEY VIEW LANE IN FARMERS BRANCH,FARMERS BRANCH,TX,     ,32.92,-96.93
MSW,PULLMAN TRAILMOBILE FORMERLY,67158,SUBT,ISSUED, 10/03/2025,NOT CONSTRUCTED,RN101515336,DALLAS,REGION 04 - DFW METROPLEX,3040 IRVING BLVD, ,DALLAS,TX,75247,6213,"3040 Irving Blvd Dallas, TX 75247", ,TX,75247,32.81,-96.86
MSW,1530 INSPIRATION DRIVE WAREHOUSE,67159,SUBT,ISSUED, 09/25/2025,NOT CONSTRUCTED,RN100634526,DALLAS,REGION 04 - DFW METROPLEX,1530 INSPIRATION DR, ,DALLAS,TX,75207,3703,1530 INSPIRATION DRIVE DALLAS TEXAS,DALLAS,TX,75207,30.39,-97.67
MSW,CITY OF SANGER SPORTS PARK,67161,SUBT,ISSUED, 10/13/2025,NOT CONSTRUCTED,RN101666931,DENTON,REGION 04 - DFW METROPLEX,600 RAILROAD, ,SANGER,TX,76266,    ,ON RAILROAD AVENUE IN SANGER DENTON COUNTY TEXAS,SANGER,TX,76266,33.32,-97.17
MSW,NWC GOODNIGHT & WALNUT HILL,67162,SUBT,ISSUED, 10/20/2025,NOT CONSTRUCTED,RN109611822,DALLAS,REGION 04 - DFW METROPLEX,2101 WALNUT HILL LN, ,DALLAS,TX,75229,4415, ,DALLAS,TX,75229,32.88,-96.91
MSW,WATTLEY PARK PROPERTY,67165,SUBT,ISSUED, 12/18/2025,NOT CONSTRUCTED,RN101474799,COLLIN,REGION 04 - DFW METROPLEX,,,,,,,1/4 MILE SOUTH OF US 380 CONSTRUCTION DEBRIS DISPOSAL AREA,MCKINNEY,TX,75069,33.19,-96.56
MSW,CITY OF ENNIS LANDFILL,947A,1,ISSUED, 01/18/1980,INACTIVE,RN101847036,ELLIS,REGION 04 - DFW METROPLEX,,,,,,,1.8 MI NE OF INTX HWY 45 AND FM HWY 85 INTX  500 FT N OF FM HWY 85  2.7 MI E OF ENNIS,ENNIS,TX,75119,32.32,-96.56
MSW,CITY OF GRAND PRAIRIE LANDFILL,996C,1,ISSUED, 10/31/2006,ACTIVE,RN100542216,DALLAS,REGION 04 - DFW METROPLEX,1102 MACARTHUR BLVD, ,GRAND PRAIRIE,TX,75050,7944,.5 MILES E OF MYERS ROAD  750 FEET N OF IH 30 IN GRAND PRAIRIE CITY LIMITS,GRAND PRAIRIE,TX,75050,32.77,-96.95
MSW-NOI,BLOWMASTER LTD OF PROSPER,100001,5RR,ACKNOWLEDGED, 01/29/2004,ACTIVE,RN104062674,COLLIN,REGION 04 - DFW METROPLEX,166 W FRONTIER PKWY, ,PROSPER,TX,75078,8571,10 ACRES LOCATED BETWEEN PROSPER AND CELINA TEXAS IN COLLIN COUNTY,PROSPER,TX,75078,33.19,-96.56
MSW-NOI,EVERGREEN PAPER RECYCLING INC,100014,5RR,ACKNOWLEDGED, 01/29/2004,ACTIVE,RN103972592,TARRANT,REGION 04 - DFW METROPLEX,1110 EVERMAN PKWY, ,FORT WORTH,TX,76140,4908,SOUTH ON I-35 W TAKE EXIT 42 ON EVERMAN PKWY TURN LEFT EAST AT LIGHT FIRST BUSINESS ON RIGHT PASS THE RAILROAD.,FORT WORT,TX,76140,32.77,-97.29
MSW-NOI,CORRUGATED SERVICES LP,100025,5RR,ACKNOWLEDGED, 11/19/2003,ACTIVE,RN103795829,TARRANT,REGION 04 - DFW METROPLEX,2920 E RANDOL MILL RD, ,ARLINGTON,TX,76011,6726, ,ARLINGTON,TX,76011,32.75,-97.06
MSW-NOI,CORRUGATED SERVICES,100026,5RR,ACKNOWLEDGED, 11/19/2003,ACTIVE,RN103219226,DALLAS,REGION 04 - DFW METROPLEX,726 E WALNUT ST, ,GARLAND,TX,75040,6608, ,GARLAND,TX,75040,32.91,-96.62
MSW-NOI,WM CASH ROAD MRF,100028,5RR,ACKNOWLEDGED, 01/06/2004,ACTIVE,RN104089644,DALLAS,REGION 04 - DFW METROPLEX,5025 CASH RD, ,DALLAS,TX,75247,5803,HWY 635 W EXIT 35E SOUTH EXIT MOCKINGBIRD LN AND PROCEED WEST ON MOCKINGBIRDING. TURN RIGHT ON IRVING BLVD TURN ON CASH RD. HALF BLOCK DOWN ON THE LEFT.,DALLAS,TX,75247,32.81,-96.89
MSW-NOI,SILVER CREEK MATERIALS RECOVERY FACILITY,100036,5RR,ACKNOWLEDGED, 06/01/2004,ACTIVE,RN100628304,TARRANT,REGION 04 - DFW METROPLEX,2251 SILVER CREEK RD, ,FORT WORTH,TX,76108,9710, ,FT WORTH,TX,76108,32.79,-97.50
MSW-NOI,DC ORGANICS INC,100043,5RR,ACKNOWLEDGED, 03/09/2004,ACTIVE,RN100753557,JOHNSON,REGION 04 - DFW METROPLEX,3101 FM 2331, ,GODLEY,TX,76044,4412,"W SIDE FM 2331, 3.5 MI N OF US 67",GODLEY,TX,76044,32.35,-97.53
MSW-NOI,CHAMPION WASTE SERVICES LTD,100048,5RR,ACKNOWLEDGED, 08/03/2004,ACTIVE,RN104348750,DALLAS,REGION 04 - DFW METROPLEX,2400 VINSON ST, ,DALLAS,TX,75212,4607,"2400 Vinson St, Dallas, TX",DALLAS,TX,75212,32.77,-96.90
MSW-NOI,ROOFING RECYCLE CENTER,100054,5RR,ACKNOWLEDGED, 03/22/2004,ACTIVE,RN103049755,DALLAS,REGION 04 - DFW METROPLEX,9600 S CENTRAL EXPY, ,DALLAS,TX,75241,7305, ,DALLAS,TX,75241,32.68,-96.73
MSW-NOI,OVERTON RECYCLING LP,100069,5RR,ACKNOWLEDGED, 08/20/2004,ACTIVE,RN104005566,DALLAS,REGION 04 - DFW METROPLEX,3805 E OVERTON RD, ,DALLAS,TX,75216,2802,FROM DOWNTOWN DALLAS WHERE I45 & I30 CROSS TAKE I45 SOUTH AND THE 2ND EXIT WHICH IS OVERTON GET OFF AND TURN RIGHT AT STOP SIGN.  OVERTON RECYCLING WILL BE 2/10 MILE ON THE RIGHT,DALLAS,TX,75218,32.02,-96.02
MSW-NOI,CNP  RECYCLERS OF NORTH TEXAS,100089,5RR,ACKNOWLEDGED, 03/09/2004,ACTIVE,RN104541784,FANNIN,REGION 04 - DFW METROPLEX,,,,,,,HWY 56 & DRIVE INN RD,BONHAN,TX,75418,33.58,-96.18
MSW-NOI,HANKS RECYCLING,100094,5RR,ACKNOWLEDGED, 04/14/2005,ACTIVE,RN104516307,TARRANT,REGION 04 - DFW METROPLEX,289 NE 35TH ST, ,FORT WORTH,TX,76106,4318,FROM I30 & I35W TAKE I35 NORTH TO W 28TH STREET AND CONTINUE TO N MAIN AND TURN RIGHT ONTO N MAIN TO LONG AVE TURN RIGHT ON LONG AVE AND TAKE LEFT ON N CALLAUAN TO 289 NE 35TH ST.,FORT WORTH,TX,76106,32.81,-97.35
MSW-NOI,DALLAS RECYCLING,100102,5RR,ACKNOWLEDGED, 02/04/2004,ACTIVE,RN103207650,DALLAS,REGION 04 - DFW METROPLEX,3303 PLUTO ST, ,DALLAS,TX,75212,3430,FROM INTERSECTION LOOP 12 AND I 30 GO NORTH ON LOOP 12 7/8 MILE GO EAST ON SINGLETON AVE 1.5 MILE ON PLUTO ST TURN NORTH GO 0.2 MI TO FACILITY,DALLAS,TX,75212,33.05,-95.88
MSW-NOI,ABITIBI CONSOLIDATED RECYCLING DIVISION ARLINGTON,100106,5RR,ACKNOWLEDGED, 06/29/2005,ACTIVE,RN103857686,TARRANT,REGION 04 - DFW METROPLEX,1923 MERIDIAN ST, ,ARLINGTON,TX,76011,7803,FROM INTERSECTION OF HWY 360 & I-30 GO SOUTH ON HWY 360 TO DIVISION ST EXIT. HEADWEST ON DIVISION ST FOR 3/4  MILE TO MERIDIAN ST TURN N ON MERIDIAN ST OUR WAREHOUSE IS ON THE N.SIDE OF MERIDIAN ST.,ARLINGTON,TX,76011,32.74,-97.08
MSW-NOI,THELIN RECYCLING,100108,5RCX,ACKNOWLEDGED, 07/18/2005,ACTIVE,RN100762954,TARRANT,REGION 04 - DFW METROPLEX,5225 THELIN ST, ,FORT WORTH,TX,76115,4402, ,FORT WORTH,TX,76115,32.67,-97.33
MSW-NOI,ENVIRONMENTAL RECYCLE INC,100115,5RR,ACKNOWLEDGED, 09/29/2005,ACTIVE,RN104759576,COLLIN,REGION 04 - DFW METROPLEX,2721 N CUSTER RD, ,MCKINNEY,TX,75071,3050,GO W ON HWY 380 FROM US 75 GO N ON CUSTER RD SITE IS LOCATED 0.5 MI DOWN L,PROSPER,TX,75071,33.23,-96.73
MSW-NOI,EARTH MATERIALS RECYCLED,100117,5RCX,ACKNOWLEDGED, 09/02/2010,ACTIVE,RN100950989,TARRANT,REGION 04 - DFW METROPLEX,11500 MOSIER VALLEY RD, ,EULESS,TX,76040,2104, ,EULESS,TX,76040,32.81,-97.12
MSW-NOI,EARTH HAULERS INC,100117,5RR,ACKNOWLEDGED, 08/26/2010,ACTIVE,RN100950989,TARRANT,REGION 04 - DFW METROPLEX,11500 MOSIER VALLEY RD, ,EULESS,TX,76040,2104, ,EULESS,TX,76040,32.81,-97.12
MSW-NOI,GWG WOOD GROUP INC,100141,5RCX,ACKNOWLEDGED, 08/14/2006,ACTIVE,RN104997101,DALLAS,REGION 04 - DFW METROPLEX,2797 MILLER FERRY RD, ,FERRIS,TX,75125,8920,"IH-45 S TO MARS RD, GO W. @ MILLERS FERRY GO L.  LOCATED APPROX 1 MI ON R.",FERRIS,TX,75125,33.03,-97.03
MSW-NOI,D&D CONSTUCTION MATERIALS LLC,100155,5RR,ACKNOWLEDGED, 12/07/2007,ACTIVE,RN105067276,TARRANT,REGION 04 - DFW METROPLEX,1212 SILVER CREEK AZLE RD, ,AZLE,TX,76020,3842, ,AZLE,TX,76020,32.87,-97.54
MSW-NOI,BIG BIRD TREE SERVICE INC,100158,5RCX,ACKNOWLEDGED, 07/23/2007,ACTIVE,RN104920145,DALLAS,REGION 04 - DFW METROPLEX,401 E WHEATLAND RD, ,DALLAS,TX,75241,5316, ,DALLAS,TX,     ,32.65,-96.82
MSW-NOI,CORRUGATED SERVICES DALLAS RECYCLING CENTER,100161,5RR,ACKNOWLEDGED, 10/09/2007,ACTIVE,RN104065040,DALLAS,REGION 04 - DFW METROPLEX,3920 SINGLETON BLVD, ,DALLAS,TX,75212,3556,3920 SINGLETON #100  DALLAS TX,DALLAS,TX,75212,32.78,-96.89
MSW-NOI,MANSFIELD PLANT,100168,5RR,ACKNOWLEDGED, 04/04/2008,ACTIVE,RN105417174,TARRANT,REGION 04 - DFW METROPLEX,7070 HUDSON CEMETERY RD, ,MANSFIELD,TX,76063,5266, , ,TX,     ,32.62,-97.21
MSW-NOI,ALPINE MATERIALS LLC,100173,5RCX,ACKNOWLEDGED, 07/21/2008,ACTIVE,RN100551324,TARRANT,REGION 04 - DFW METROPLEX,1900 BRUMLOW AVE, ,SOUTHLAKE,TX,76092,9733, ,SOUTHLAKE,TX,76034,32.92,-97.13
MSW-NOI,LIVING EARTH TECHNOLOGY CO,100178,5RCX,ACKNOWLEDGED, 08/22/2008,ACTIVE,RN103216768,COLLIN,REGION 04 - DFW METROPLEX,5032 SPLIT TRAIL RD, ,PLANO,TX,75074,2109, ,PLANO,TX,72507,33.05,-96.69
MSW-NOI,LIVING EARTH TECHNOLOGY CO,100179,5RCX,ACKNOWLEDGED, 08/22/2008,ACTIVE,RN103765178,DALLAS,REGION 04 - DFW METROPLEX,1901 CALIFORNIA CROSSING RD, ,DALLAS,TX,75220,7005, ,DALLAS,TX,75220,32.87,-96.92
MSW-NOI,PRATT RECYCLING INC,100186,5RR,ACKNOWLEDGED, 09/18/2008,ACTIVE,RN105619670,DALLAS,REGION 04 - DFW METROPLEX,3700 EAGLE PLACE DR STE 500, ,DALLAS,TX,75236,1466,FACILITY LOCATED AT EAGLE PLACE DRIVE IN TILT WALL BUILDING  APPROX 40059 SF, ,TX,     ,32.70,-96.91
MSW-NOI,JMI MAINTENANCE INC,100188,5RR,ACKNOWLEDGED, 12/23/2008,ACTIVE,RN105259907,HUNT,REGION 04 - DFW METROPLEX,3258 HIGHWAY 69 S, ,GREENVILLE,TX,75402,9056,ON NE OF I 30 & SAYLE ST,GREENVILLE,TX,75402,33.10,-96.11
MSW-NOI,PRATT RECYCLING INC,100201,5RR,ACKNOWLEDGED, 01/14/2009,ACTIVE,RN105672554,DENTON,REGION 04 - DFW METROPLEX,1401 S MAYHILL RD, ,DENTON,TX,76208,6211, ,DENTON,TX,     ,33.22,-97.17
MSW-NOI,FMI RECYCLING,100202,5RR,ACKNOWLEDGED, 07/24/2009,ACTIVE,RN100212497,DALLAS,REGION 04 - DFW METROPLEX,2929 GLENFIELD AVE, ,DALLAS,TX,75233,1403, ,DALLAS,TX,65233,32.72,-96.87
MSW-NOI,ALL COMPUTER RECYCLING,100209,5RR,ACKNOWLEDGED, 03/26/2009,ACTIVE,RN100639855,TARRANT,REGION 04 - DFW METROPLEX,310 S RIVERSIDE DR, ,FORT WORTH,TX,76104,1817, , ,TX,76104,32.74,-97.30
MSW-NOI,JACK ENGLE SOUTHWEST,100219,5RR,ACKNOWLEDGED, 06/30/2009,ACTIVE,RN105557730,DALLAS,REGION 04 - DFW METROPLEX,11570 HILLGUARD RD, ,DALLAS,TX,75243,5504,75 N TO 635E EXIT AUDELIA RD SKILLMAN AAND TURN LEFT TO PAGEMIL AND LEFT ON WARRELL WILL TURN INTO HILLGUARD,DALLAS,TX,75243,32.91,-96.70
MSW-NOI,AUBREY RECYCLING NO 1,100230,5RR,ACKNOWLEDGED, 09/28/2009,ACTIVE,RN100755727,DENTON,REGION 04 - DFW METROPLEX,4523 FM 2931, ,AUBREY,TX,76227,7479, ,AUBREY,TX,76227,33.26,-96.94
MSW-NOI,ENVIROCLEAR TECHNOLOGIES OF TX INC,100243,5RR,ACKNOWLEDGED, 03/29/2010,ACTIVE,RN105895593,DALLAS,REGION 04 - DFW METROPLEX,3700 DILIDO RD STE 109, ,DALLAS,TX,75228,5577,FROM DOWNTOWN DALLAS MERGE ONTO I30 E TAKE ST FRANCIS EXIT GO NORTH AND MAKE RIGHT TURN ONTO SENATE RD AND MAKE RIGHT TURN ON DILIDO RD SITE ON LEFT,DALLAS,TX,75228,32.80,-96.69
MSW-NOI,ELECTRONIC RECYCLERS INTERNATIONAL INC,100246,5RR,ACKNOWLEDGED, 09/16/2010,ACTIVE,RN105939219,DENTON,REGION 04 - DFW METROPLEX,500 ENTERPRISE DR STE 400, ,FLOWER MOUND,TX,75028,4023, ,FLOWER MOUND,TX,75028,32.99,-97.04
MSW-NOI,AG CONSTRUCTION,100247,5RR,ACKNOWLEDGED, 04/19/2010,ACTIVE,RN105839591,HUNT,REGION 04 - DFW METROPLEX,732 SHADY BROOK RD, ,GREENVILLE,TX,75402,4068,I-30 E EXIT 97 (LAMAR ST) S  TURN R ON TO CR 3101 VEER R ON TO SHADY BROOK,GREENVILLE,TX,75401,33.12,-96.06
MSW-NOI,ROUND2 INC,100256,5RR,ACKNOWLEDGED, 06/14/2010,ACTIVE,RN105938856,DALLAS,REGION 04 - DFW METROPLEX,445 S ROYAL LN STE 500, ,COPPELL,TX,75019,3833,FROM INTERSECTION OF I-635 & S ROYAL LANE TRAVEL N ON S ROYAL LANE APPROX 1.5 MI FACILITY IS ON THE LEFT SIDE OF S ROYAL LN,COPPELL,TX,75019,32.97,-97.03
MSW-NOI,FORT WORTH SHINGLE RECYCLING,100270,5RR,ACKNOWLEDGED, 08/13/2010,ACTIVE,RN105912315,TARRANT,REGION 04 - DFW METROPLEX,,,,,,,2301 AUSTIN ROADTENANT LOCATED BEHIND THE HOT MIX PLANT,FORT WORTH,TX,76181,32.79,-97.23
MSW-NOI,DALLAS SHINGLE RECYCLING FACILITY,100271,5RR,ACKNOWLEDGED, 08/12/2010,ACTIVE,RN100761253,DALLAS,REGION 04 - DFW METROPLEX,11143 GOODNIGHT LN, ,DALLAS,TX,75229,4412, ,DALLAS,TX,75229,32.88,-96.90
MSW-NOI,GRINDING DOWN TO ZERO,100275,5RR,ACKNOWLEDGED, 08/19/2010,ACTIVE,RN101559912,GRAYSON,REGION 04 - DFW METROPLEX,,,,,,,WEST HOUSTON STREET - GRAYSON CAD PROPERTY ID NO. 368759,SHERMAN,TX,75090,0.00,0.00
MSW-NOI,R2R RECYCLING LLC,100279,5RR,ACKNOWLEDGED, 10/22/2010,ACTIVE,RN106016512,TARRANT,REGION 04 - DFW METROPLEX,12700 CALLOWAY CEMETERY RD, ,ARLINGTON,TX,76012,2863,FROM HWY 183 S ON S INDUSTRIAL BLVD FOR 1.82 LEFT ON CALLOWAY CEMENTERY RD FOR 0.67 MI SITE IS ON RIGHT AFTER CEMETERY,ARLINGTON,TX,76012,32.81,-97.09
MSW-NOI,R2R RECYCLING,100280,5RR,ACKNOWLEDGED, 10/22/2010,ACTIVE,RN106016496,COLLIN,REGION 04 - DFW METROPLEX,1304 13TH ST, ,PLANO,TX,75074,6904,FROM I 75 E PM E PLANO PKWY FOR 0.83 MI LEFT ON N AVE FOR 0.66 MI SITE BACK ENTRANCE IS FIRST LEFT OVER THE RAILROAD TRACKS,PLANO,TX,75074,33.02,-96.69
MSW-NOI,ECS REFINING TEXAS LLC,100284,5RR,ACKNOWLEDGED, 11/23/2010,ACTIVE,RN100804467,KAUFMAN,REGION 04 - DFW METROPLEX,106 TEJAS DR, ,TERRELL,TX,75160,6573, ,TERRELL,TX,75160,32.73,-96.33
MSW-NOI,HOBI INTERNATIONAL INC,100300,5RR,ACKNOWLEDGED, 03/25/2011,ACTIVE,RN105438865,DALLAS,REGION 04 - DFW METROPLEX,7601 AMBASSADOR ROW, ,DALLAS,TX,75247,4807, , ,TX,     ,32.82,-96.88
MSW-NOI,WISTRON GREENTECH TEXAS CORPORATION,100301,5RR,ACKNOWLEDGED, 03/25/2011,ACTIVE,RN104540372,TARRANT,REGION 04 - DFW METROPLEX,4051 FREEPORT PKWY, ,GRAPEVINE,TX,76051,2315,W ON TX-121 AND FREEPORT PKWY,GRAPEVINE,TX,76051,32.85,-96.85
MSW-NOI,ARROW-INTECHRA LLC,100306,5RR,ACKNOWLEDGED, 04/12/2011,ACTIVE,RN106105042,DALLAS,REGION 04 - DFW METROPLEX,611 S ROYAL LN STE 190, ,COPPELL,TX,75019,3805, ,COPPELL,TX,75019,32.96,-97.03
MSW-NOI,COMPUTER CRUSHER RECYCLING LLC,100322,5RR,ACKNOWLEDGED, 11/22/2011,ACTIVE,RN106264435,DENTON,REGION 04 - DFW METROPLEX,2141 COLLINS RD STE 801, ,DENTON,TX,76208,1720,"288 AND 380 INTERSECTION. E ON 380 N ON GEESLIN, E ON FISHTRAP, N ON COLLINS",DENTON,TX,76208,33.24,-97.06
MSW-NOI,FORT WORTH NE 23RD ST FACILITY,100324,5RR,ACKNOWLEDGED, 11/18/2011,ACTIVE,RN103783510,TARRANT,REGION 04 - DFW METROPLEX,1100 NE 23RD ST, ,FORT WORTH,TX,76164,8301, ,FORT WORTH,TX,76106,32.79,-97.34
MSW-NOI,MEXTEK LLC,100329,5RR,ACKNOWLEDGED, 12/05/2011,ACTIVE,RN106279086,TARRANT,REGION 04 - DFW METROPLEX,823 S GREAT SOUTHWEST PKWY, ,GRAND PRAIRIE,TX,75051,1013,WAREHOUSE LOCATED IN AN INDUSTRIAL PARK ON S GREAT SW PKWY IN GRAND PRAIRE. GO S FROM DIVISION ON GREAT SW PKWY TO LOCATION,GRAND PRAIRIE,TX,75051,32.73,-97.04
MSW-NOI,ACE ENVIRONMENTAL,100333,5RR,ACKNOWLEDGED, 01/24/2012,ACTIVE,RN100564962,DALLAS,REGION 04 - DFW METROPLEX,140 INDUSTRIAL ST, ,LANCASTER,TX,75134,3402,"140 Industrial Street, Lancaster, TX",LANCASTER,TX,75134,32.61,-96.74
MSW-NOI,RECYCLE REVOLUTION LLC,100348,5RR,ACKNOWLEDGED, 07/27/2012,ACTIVE,RN102027000,DALLAS,REGION 04 - DFW METROPLEX,1703 CHESTNUT ST, ,DALLAS,TX,75226,2102, , ,TX,75226,32.78,-96.78
MSW-NOI,HERITAGE-CRYSTAL CLEAN,100355,5RR,ACKNOWLEDGED, 07/25/2012,ACTIVE,RN100732106,PARKER,REGION 04 - DFW METROPLEX,320 SCROGGINS RD, ,SPRINGTOWN,TX,76082,5432,320 SCROGGINS RD SPRINGTOWN TX,SPRINGTOWN,TX,76082,32.99,-97.68
MSW-NOI,TRAVIS EQUIPMENT COMPANY,100372,5RCX,ACKNOWLEDGED, 11/05/2012,ACTIVE,RN102777778,ELLIS,REGION 04 - DFW METROPLEX,3876 E MAIN ST, ,MIDLOTHIAN,TX,76065,5529, ,MIDLOTHIAN,TX,76065,32.46,-96.95
MSW-NOI,MD GOLDEN TREE MAINTENANCE ,100394,5RR,ACKNOWLEDGED, 09/13/2013,ACTIVE,RN106640956,DENTON,REGION 04 - DFW METROPLEX,1080 E STATE HIGHWAY 121, ,LEWISVILLE,TX,75057,4403, , ,TX,     ,33.04,-96.97
MSW-NOI,THE ORGANIC RECYCLER OF TEXAS,100395,5RCX,ACKNOWLEDGED, 12/03/2013,ACTIVE,RN106903230,TARRANT,REGION 04 - DFW METROPLEX,5100 FOREST HILL CIR, ,FOREST HILL,TX,76140,1524, ,FOREST HILL,TX,76140,32.66,-97.25
MSW-NOI,GREENSTREAM INTERNATIONAL DALLAS,100402,5RR,ACKNOWLEDGED, 02/03/2014,ACTIVE,RN106248727,DALLAS,REGION 04 - DFW METROPLEX,13950 SENLAC DR STE 100, ,FARMERS BRANCH,TX,75234,8810, ,FARMERS BRANCH,TX,75234,32.94,-96.91
MSW-NOI,WINSTRON GREEN TECH TEXAS CORPORATION ,100410,5RR,ACKNOWLEDGED, 06/10/2014,ACTIVE,RN106571466,COLLIN,REGION 04 - DFW METROPLEX,,,,,,,2101 COUCH DR,MCKINNEY,TX,75069,33.17,-96.61
MSW-NOI,SSI SUPPLY-CHAIN SERVICES INC,100412,5RR,ACKNOWLEDGED, 07/24/2014,ACTIVE,RN107565129,COLLIN,REGION 04 - DFW METROPLEX,3001 TECHNOLOGY DR, ,PLANO,TX,75074,7420,GO E ON PRESIDENT GEORGE BUSH TURNPIKE JUPITER EXIT CLOSE TO THE INTERSECTION OF JUPITER RD & TECHNOLOGY DRIVE IN PLANO,PLANO,TX,75074,33.01,-96.67
MSW-NOI,E-WASTE COLLECTIONS,100413,5RR,ACKNOWLEDGED, 06/09/2014,ACTIVE,RN100586395,DALLAS,REGION 04 - DFW METROPLEX,719 N BRITAIN RD, ,IRVING,TX,75061,7611, , ,TX,75061,32.82,-96.94
MSW-NOI,AAA NURSERY SAND & STONE INC,100445,5RR,ACKNOWLEDGED, 02/29/2016,ACTIVE,RN105950026,KAUFMAN,REGION 04 - DFW METROPLEX,16781 COUNTRY ROAD 245, ,TERRELL,TX,75160,1017, ,TERRELL,TX,75160,0.00,0.00
MSW-NOI,COMMODITY RECYCLING SOLUTIONS,100449,5RR,ACKNOWLEDGED, 06/14/2016,ACTIVE,RN109238949,TARRANT,REGION 04 - DFW METROPLEX,5043 MARTIN LUTHER KING FWY, ,FORT WORTH,TX,76119,4169, ,FORT WORTH,TX,76119,32.69,-97.25
MSW-NOI,ACME MATERIALS AND RECYCLING,100452,5RCX,ACKNOWLEDGED, 07/27/2016,ACTIVE,RN109268219,COLLIN,REGION 04 - DFW METROPLEX,4991 COUNTY ROAD 277, ,MELISSA,TX,75454,1707, , ,TX,     ,33.28,-96.60
